"VA" "IM" "EM"
0.255931782769711 -0.0789062353821396 -1.1203611182039
0.667697584381424 3.08053601934438 0.389441486876832
-0.567599820453715 -0.293348345772547 0.389441486876832
0.667697584381424 -0.0882366784125535 0.389441486876832
-0.979365622065428 -0.649783977870963 -1.87526242074426
0.667697584381424 0.033908324800017 0.389441486876832
-1.39113142367714 -1.14309564882883 1.1443427894172
1.49122918760485 -0.0969787151257338 0.955617463782105
-0.567599820453715 -0.40751106272001 0.955617463782105
-1.39113142367714 -0.521390497491426 -2.81888904891972
-2.21466302690057 -0.477428983564897 0.200716161241741
-0.979365622065428 -0.869549505637164 1.71051876632247
-0.155834018842002 -0.859268077437576 0.200716161241741
-0.155834018842002 -0.421036972597075 -2.06398774637935
-0.155834018842002 -1.29562740936501 1.1443427894172
0.255931782769711 1.13444266326536 -0.365459815663533
-0.155834018842002 -0.135336631316219 -0.365459815663533
0.667697584381424 0.0915136237472814 -0.365459815663533
0.255931782769711 -0.418350479270888 -0.742910466933715
0.667697584381424 2.58505850345168 0.0119908356066494
0.667697584381424 -0.217682983504967 1.52179344068738
0.667697584381424 0.317156752896964 -0.742910466933715
1.49122918760485 0.660329872376185 1.33306811505229
-0.567599820453715 0.292274694736291 -0.176734490028442
0.667697584381424 0.701824889541122 -0.176734490028442
0.255931782769711 0.486768548674177 -0.931635792568806
0.667697584381424 0.461802820730255 0.578166812511923
0.255931782769711 0.0793854303613502 1.33306811505229
0.667697584381424 0.293114055188824 -1.68653709510917
0.255931782769711 0.0323821925126234 -0.176734490028442
-0.979365622065428 1.05601511860003 0.389441486876832
0.255931782769711 0.555913395190211 -1.1203611182039
0.667697584381424 0.734355353079591 0.389441486876832
-0.567599820453715 -0.549019474281959 0.389441486876832
0.255931782769711 -0.424858789884206 0.389441486876832
-0.155834018842002 -0.284932504459112 0.389441486876832
-0.979365622065428 -1.2167876073646 0.389441486876832
-0.979365622065428 -0.889554935206243 -1.1203611182039
-1.80289722528885 0.0172473446901313 -0.365459815663533
-0.979365622065428 -1.36590531316326 0.389441486876832
0.667697584381424 0.425733006688986 0.389441486876832
